wdid,facility_name,place_county,facility_region,month,enforcement_count,total_assessment_sum,liability_sum,project_sum
5D157022N01,Kern Oil & Refining Co (AGT),Kern,5F,1995-02-01,1,0.0,0.0,0.0
3 400505307,460 Los Osos Valley Road,San Luis Obispo,3,2007-05-01,1,0.0,0.0,0.0
1B08175CNME,Douglas P. Carter Discharge Site 1 Airport Road,Mendocino,1,2008-11-01,1,0.0,0.0,0.0
3 401110384,Four Vines Winery (Templeton),San Luis Obispo,3,2018-09-01,1,0.0,0.0,0.0
1B83104OHUM,Scotia Town Power Plant,Humboldt,1,2015-06-01,1,0.0,0.0,0.0
6B369107001,Two Lands Treatment Units-East/Ranch,San Bernardino,6B,2001-06-01,1,0.0,0.0,0.0
5D155058N01,AJB Ranch Dairy,Kern,5F,2001-10-01,1,0.0,0.0,0.0
5D161033N01,Hanford Tire Plant,Kings,5F,1998-08-01,1,0.0,0.0,0.0
4WIP1110189,Blacktop Materials Co.,Los Angeles,4,2000-11-01,1,0.0,0.0,0.0
5B20NC00037,Defense Ranch Dairy (Closed),Madera,5F,2016-04-01,1,0.0,0.0,0.0
7A361042012,Twentynine Palms High,San Bernardino,7,2000-01-01,1,0.0,0.0,0.0
3 401062002,MESA MIDDLE SCHOOL Onsite WW Treatment System,San Luis Obispo,3,2005-06-01,1,0.0,0.0,0.0
8 303044N01,San Joaquin Landfill,Orange,8,2001-12-01,1,0.0,0.0,0.0
6A189105N03,"Haley, Russell & Opal",Lassen,6A,1991-07-01,1,0.0,0.0,0.0
5C54NP00009,Visalia MS4 Phase II,Kern,5F,2012-07-01,1,0.0,0.0,0.0
7A132040018,JJ Elmore Geoth. Plant,Imperial,7,2002-09-01,2,0.0,0.0,0.0
5B070102002,Byron Sanitary District WWTF,Contra Costa,5S,2012-02-01,1,0.0,0.0,0.0
5C54NC00176,De Jong Dairy Farms Inc.,Tulare,5F,2015-01-01,1,0.0,0.0,0.0
9 000208N87,Mobil SS,Orange,9,1987-07-01,1,0.0,0.0,0.0
4B196100068,Yukon No. 5,Los Angeles,4,2002-01-01,1,21000.0,21000.0,0.0
7A130105011,Holtville City WWTP,Imperial,7,2001-08-01,1,0.0,0.0,0.0
5B392012001,Manteca WWTF,San Joaquin,5S,2000-04-01,1,0.0,0.0,0.0
7A370121021,Agua Caliente Reg Pk,San Diego,7,2000-01-01,1,0.0,0.0,0.0
5A250300006,Alturas Class III Landfill,Modoc,5R,2001-05-01,1,0.0,0.0,0.0
4WIP1090943,Peter Wald,Los Angeles,4,1994-08-01,1,0.0,0.0,0.0
5B24NC00019,Vieira Dairy Farms,Merced,5S,2014-05-01,1,0.0,0.0,0.0
3 400310001,Cold Canyon Landfill,San Luis Obispo,3,2011-02-01,1,0.0,0.0,0.0
5C221012001,Mariposa WWTP,Mariposa,5F,2010-07-01,1,0.0,0.0,0.0
9 000000112,"Nielsen Beaumont Marine, San Diego Bay",San Diego,9,1993-12-01,1,0.0,0.0,0.0
3 402018001,Broken Earth Winery,San Luis Obispo,3,2004-09-01,1,0.0,0.0,0.0
5A312000001,Bear River Aggregates - Meadow Vista Quarry,Placer,5S,2007-04-01,1,0.0,0.0,0.0
4B199019002,Inland Terminal (32-Acres Terminal),Los Angeles,4,2008-04-01,1,0.0,0.0,0.0
9 000000246,San Diego Zoo's Safari Park,San Diego,9,2001-04-01,1,0.0,0.0,0.0
7A132040018,JJ Elmore Geoth. Plant,Imperial,7,2003-09-01,1,0.0,0.0,0.0
5D541071001,Setton Properties Terra Bella Facility,Tulare,5F,2005-01-01,1,0.0,0.0,0.0
5B070102002,Byron Sanitary District WWTF,Contra Costa,5S,2000-06-01,1,0.0,0.0,0.0
4B191097001,Tivoli Cove WWTP,Los Angeles,4,2013-06-01,1,0.0,0.0,0.0
6B362031001,PG&E Hinkley Compressor Station,San Bernardino,6B,2008-01-01,1,0.0,0.0,0.0
7A361013001,Field Station Joshua Tree,San Bernardino,7,2009-05-01,1,0.0,0.0,0.0
5A582018002,Goldfields Aggregate Pit,Yuba,5S,2014-08-01,1,0.0,0.0,0.0
7A361212001,Valley View MHP,San Bernardino,7,2006-02-01,1,0.0,0.0,0.0
5A470101001,Dunsmuir WWTP,Siskiyou,5R,2011-05-01,1,0.0,0.0,0.0
7A370121021,Agua Caliente Reg Pk,San Diego,7,2009-05-01,1,0.0,0.0,0.0
5B070101001,Brentwood WWTP,Contra Costa,5S,2009-05-01,1,0.0,0.0,0.0
4B199019002,Inland Terminal (32-Acres Terminal),Los Angeles,4,2013-12-01,1,0.0,0.0,0.0
5A470101001,Dunsmuir WWTP,Siskiyou,5R,2012-03-01,1,0.0,0.0,0.0
7A331045001,Palm View Estates,Riverside,7,2018-04-01,1,0.0,0.0,0.0
9 000000246,San Diego Zoo's Safari Park,San Diego,9,2007-08-01,1,0.0,0.0,0.0
9 000000730,North City WRP,San Diego,9,2009-07-01,1,0.0,0.0,0.0
9 000000246,San Diego Zoo's Safari Park,San Diego,9,2010-03-01,1,0.0,0.0,0.0
9 000000730,North City WRP,San Diego,9,2010-05-01,1,0.0,0.0,0.0
5B070101001,Brentwood WWTP,Contra Costa,5S,2011-03-01,1,0.0,0.0,0.0
9 000000246,San Diego Zoo's Safari Park,San Diego,9,2018-07-01,1,0.0,0.0,0.0
5B070101001,Brentwood WWTP,Contra Costa,5S,2012-12-01,2,0.0,0.0,0.0
5A480105002,Easterly WWTP,Solano,5S,2010-12-01,1,0.0,0.0,0.0
7A130105011,Holtville City WWTP,Imperial,7,2008-09-01,1,0.0,0.0,0.0
7A130105011,Holtville City WWTP,Imperial,7,2014-07-01,1,0.0,0.0,0.0
7A130105011,Holtville City WWTP,Imperial,7,2015-04-01,1,0.0,0.0,0.0
7A130105011,Holtville City WWTP,Imperial,7,2015-08-01,4,0.0,0.0,0.0
4B190106099,"Tunnel # 105",NA,4,2003-05-01,1,0.0,0.0,0.0
6B360304013,Lenwood-Hinkley-Landfill,San Bernardino,6B,1994-02-01,1,0.0,0.0,0.0
4B190314001,Claremont Landfill,Los Angeles,4,2000-11-01,1,0.0,0.0,0.0
5D165078001,Dream Dairy,Kings,5F,2008-05-01,1,0.0,0.0,0.0
5B20NC00046,Iest Family Farms Dairy,Madera,5F,2002-10-01,1,0.0,0.0,0.0
4B196400047,B.C. Plaza,Los Angeles,4,2004-12-01,2,0.0,0.0,0.0
5SSO11008,Napa Berryessa CS,Napa,5S,2011-12-01,1,0.0,0.0,0.0
5SSO10724,City Of Merced CS,Merced,5F,2011-12-01,1,0.0,0.0,0.0
4B196800009,Hotel Sofitel Los Angeles,Los Angeles,4,2001-09-01,1,0.0,0.0,0.0
5SSO11482,Lincoln Village Maintenance District CS,San Joaquin,5S,2012-04-01,1,0.0,0.0,0.0
4B198900131,Hall of Justice,Los Angeles,4,2018-08-01,1,0.0,0.0,0.0
4B198600229,"Cardlock Fuels Systems, Inc. Station No. 18",Los Angeles,4,2014-05-01,1,0.0,0.0,0.0
5C15NC00070,"Mount Poso Oil Field, Black Satin Lease",Kern,5F,2015-12-01,1,0.0,0.0,0.0
1B171432CSON,John Maymar,Mendocino,1,2018-05-01,1,0.0,0.0,0.0
1B72033OSON,US Coast Guard TRACEN - Tomales,Sonoma,1,1998-03-01,1,0.0,0.0,0.0
2 019328001,Kobe Precision Inc,Alameda,2,2004-10-01,1,6000.0,0.0,0.0
2 091141N01,Fleishman's Molasses Spill,Alameda,2,1991-12-01,1,4260.0,4260.0,0.0
4WIP1090911,Automation Plating,Los Angeles,4,2000-11-01,1,0.0,0.0,0.0
4B196800005,Xerox Pomona Facility,Los Angeles,4,2004-09-01,1,0.0,0.0,0.0
5B39NC00144,Kisst Dairy,San Joaquin,5S,2012-01-01,1,0.0,0.0,0.0
2 438221002,"2081 Bay Rd, Romic Envirn Tech",Santa Clara,2,2003-01-01,1,51000.0,18000.0,0.0
4B198601073,Former Park Cleaners (Vacant Site),Los Angeles,4,2018-01-01,1,0.0,0.0,0.0
4B192543001,Long Beach Facility,Los Angeles,4,2006-03-01,1,0.0,0.0,0.0
5D100102002,"Fresno Cnty #32-Cantua Creek WWTF",Fresno,5F,2002-08-01,1,0.0,0.0,0.0
5D545114001,Borges Dairy,Tulare,5F,2009-10-01,1,0.0,0.0,0.0
5D545016001,"Nunes & Sons Dairy #2",Tulare,5F,2010-07-01,1,0.0,0.0,0.0
2SSO11411,Garin Regional Park CS,Alameda,2,2017-01-01,1,0.0,0.0,0.0
5B39CR00272,2016 Stockton DWSC Maintenance Dredging Project,San Joaquin,5S,2017-05-01,2,0.0,0.0,0.0
4B191016001,Red Shield Youth & Community Center,Los Angeles,4,2001-01-01,1,0.0,0.0,0.0
5B050104001,Valley Springs SD WWTF,Calaveras,5S,2000-10-01,1,0.0,0.0,0.0
6B149411001,Briggs Mine Project,Inyo,6B,2003-04-01,1,0.0,0.0,0.0
6B149605010,Shoshone WTF,Inyo,6B,2003-04-01,1,0.0,0.0,0.0
3 420116002,Jalama Beach County Park WWTP,Santa Barbara,3,1986-01-01,1,0.0,0.0,0.0
8 330305019,Mead Valley Landfill,Riverside,8,2001-02-01,1,0.0,0.0,0.0
5C54NC00075,former GRACELAND DAIRY,Tulare,5F,2002-03-01,1,0.0,0.0,0.0
4A567000062,Piru Barn ISDS (septic tank),Ventura,4,2018-02-01,1,0.0,0.0,0.0
3 40MS05104,Grover Beach Municipal SW,San Luis Obispo,3,2012-10-01,1,0.0,0.0,0.0
5D150115001,Taft WWTF,Kern,5F,1999-10-01,1,0.0,0.0,0.0
3 270101001,Carmel Area WWTP,Monterey,3,2001-04-01,1,0.0,0.0,0.0
5D542095001,Rockwell International Groundwater Cleanup System,Tulare,5F,2011-02-01,1,0.0,0.0,0.0
7A371003001,Desert Sands RV Park 97-500140,San Diego,7,2007-01-01,1,0.0,0.0,0.0
5B24NC00076,URL Farms dba Rail Road Ranch,Merced,5S,2013-08-01,1,0.0,0.0,0.0
7A331344001,Palm Springs Oasis RV,Riverside,7,2004-12-01,1,0.0,0.0,0.0
8 330305019,Mead Valley Landfill,Riverside,8,2000-03-01,1,0.0,0.0,0.0
4B192113025,Van Nuys Terminal,Los Angeles,4,2015-08-01,1,42000.0,42000.0,0.0
5D150107001,Arvin WWTF,Kern,5F,2008-06-01,1,0.0,0.0,0.0
5D545114001,Borges Dairy,Tulare,5F,2002-06-01,1,0.0,0.0,0.0
5D545016001,"Nunes & Sons Dairy #2",Tulare,5F,2001-04-01,1,0.0,0.0,0.0
5B050104001,Valley Springs SD WWTF,Calaveras,5S,2005-09-01,1,0.0,0.0,0.0
6B149411001,Briggs Mine Project,Inyo,6B,2010-03-01,1,0.0,0.0,0.0
6A189010N38,Eagle Lake,Lassen,6A,1996-11-01,1,0.0,0.0,0.0
5A510100001,Live Oak City WWTP,Sutter,5S,2010-08-01,1,0.0,0.0,0.0
5D165150N01,Clarence Dutra Dairy,Kings,5F,2015-02-01,1,0.0,0.0,0.0
3 270101001,Carmel Area WWTP,Monterey,3,2010-03-01,1,0.0,0.0,0.0
3 270101001,Carmel Area WWTP,Monterey,3,2019-02-01,1,0.0,0.0,0.0
3 400108001,California Men's Colony WWTP,San Luis Obispo,3,2002-09-01,1,45000.0,45000.0,0.0
6A03CT3A21U,I-80 Rehabilitation/West Boca,Nevada,6A,2002-09-01,1,0.0,0.0,0.0
5A510100001,Live Oak City WWTP,Sutter,5S,2011-05-01,1,0.0,0.0,0.0
5A060103001,Williams WWTP,Colusa,5S,2012-07-01,1,0.0,0.0,0.0
5A510100001,Live Oak City WWTP,Sutter,5S,2011-07-01,2,0.0,0.0,0.0
5A510100001,Live Oak City WWTP,Sutter,5S,2012-03-01,1,0.0,0.0,0.0
5A510100001,Live Oak City WWTP,Sutter,5S,2013-07-01,1,0.0,0.0,0.0
5B50NC00190,CVAG South,Stanislaus,5S,2015-02-01,1,0.0,0.0,0.0
5A521004002,Willow Springs Facility,Tehama,5R,2009-11-01,1,0.0,0.0,0.0
5C101017001,"Fresno Cnty #44A-Millerton Lake MHV WWTF",Fresno,5F,2000-07-01,1,0.0,0.0,0.0
4WIP1070523,Aerlab Inc.,Los Angeles,4,1991-02-01,1,0.0,0.0,0.0
8 362765001,Taylor House - Shay Road,San Bernardino,8,2000-10-01,1,0.0,0.0,0.0
3 400006002,Los Osos Onsite WW Treatment System at 345 Skyline Drive,San Luis Obispo,3,2005-03-01,1,0.0,0.0,0.0
5SSO10744,Mariposa PUD CS,Mariposa,5F,2011-12-01,1,0.0,0.0,0.0
5B24NC00146,Oslo Dairy,Merced,5S,2009-12-01,1,0.0,0.0,0.0
4B198000024,Edward C. Little Water Recycling Plant (Recycled Water Irrigation),Los Angeles,4,2014-08-01,1,3000.0,3000.0,0.0
1B161241CHUM,"Brett Kilgore, 107-013-003-000",Humboldt,1,2018-05-01,1,0.0,0.0,0.0
3 420107001,Montecito SD WWTP,Santa Barbara,3,2004-01-01,1,0.0,0.0,0.0
8 330324001,Hemet Sanitary Landfill - Closed,Riverside,8,1994-03-01,1,0.0,0.0,0.0
5A280108001,Spanish Flat WWT & Disposal Facility,Napa,5S,1989-08-01,1,0.0,0.0,0.0
7B361049011,Big River RV Park 97-50065,San Bernardino,7,2000-01-01,1,0.0,0.0,0.0
8 330305001,Highgrove Landfill - Closed,Riverside,8,1994-04-01,1,0.0,0.0,0.0
8 302006009,Dewatering Sites Outside of Newport Bay Watershed-IRWD,Orange,8,2001-03-01,1,0.0,0.0,0.0
2 438285N04,"Stewart Dr. O.U., Subunit1",Santa Clara,2,1996-09-01,1,0.0,0.0,0.0
5D545033N01,MIDDLE RANCH FACILITY,Tulare,5F,2003-04-01,2,0.0,0.0,0.0
4B196000076,Walt Disney Hall Parking,Los Angeles,4,2004-05-01,1,0.0,0.0,0.0
3SSO10239,Cambria Csd CS,San Luis Obispo,3,2011-06-01,1,0.0,0.0,0.0
5SSO11077,Wallace CS,Calaveras,5S,2012-04-01,1,0.0,0.0,0.0
5B392023001,Owens-Illinois Glass Furnace,San Joaquin,5S,2007-08-01,1,0.0,0.0,0.0
6A260004000,Bridgeport SWDS,Mono,6B,2005-06-01,1,0.0,0.0,0.0
5A282035001,Pope Creek Rock Quarry & Plant,Napa,5S,2004-03-01,1,0.0,0.0,0.0
3 420107001,Montecito SD WWTP,Santa Barbara,3,2004-08-01,1,0.0,0.0,0.0
7A132185002,Mesquite Lake Water & Power LLC,Imperial,7,2001-09-01,1,0.0,0.0,0.0
7A331183011,Tramview MHP,Riverside,7,2003-01-01,1,0.0,0.0,0.0
5A042045001,Chico Terminal,Butte,5R,2000-05-01,1,0.0,0.0,0.0
5A040114003,Forbestown WTP,Butte,5R,2007-11-01,1,0.0,0.0,0.0
2 438285N04,"Stewart Dr. O.U., Subunit1",Santa Clara,2,1993-10-01,1,0.0,0.0,0.0
7A130128015,Imperial ID Grass Carp Hatchery,Imperial,7,2000-07-01,1,0.0,0.0,0.0
4A560100001,Camarillo WRP,Ventura,4,2003-02-01,1,0.0,0.0,0.0
5B392023001,Owens-Illinois Glass Furnace,San Joaquin,5S,2011-06-01,1,0.0,0.0,0.0
5C54NC00110,Ben Mendonca & Family Dairy,Tulare,5F,2002-07-01,1,0.0,0.0,0.0
7A331022001,Sky Ridge Park 97-50051,Riverside,7,2004-11-01,1,0.0,0.0,0.0
5A040114003,Forbestown WTP,Butte,5R,2008-05-01,1,0.0,0.0,0.0
6A189010N65,"Toland, Larry & Lloyd Eileen",Lassen,6A,1996-11-01,1,0.0,0.0,0.0
5D165066N01,Vitor Borba Dairy,Kings,5F,2010-08-01,1,0.0,0.0,0.0
4B196600149,Palms Service Center,Los Angeles,4,2008-12-01,1,6000.0,6000.0,0.0
5B50NC00186,Furtado Ranch,Stanislaus,5S,2015-02-01,1,0.0,0.0,0.0
5D540300003,Exeter SWDS,Tulare,5F,2001-04-01,1,0.0,0.0,0.0
4B193500003,Scattergood Generating Station,Los Angeles,4,2011-04-01,1,12000.0,12000.0,0.0
3 420107001,Montecito SD WWTP,Santa Barbara,3,2005-01-01,2,0.0,0.0,0.0
3 350100002,Hollister Industrial WWTP,San Benito,3,2002-11-01,1,450000.0,24000.0,0.0
5A290104003,Lake of the Pines WWTP,Nevada,5S,2011-02-01,2,3000.0,0.0,0.0
3 275001001,Moonglow Dairy--Moss Landing,Monterey,3,2010-04-01,2,0.0,0.0,0.0
7A130128015,Imperial ID Grass Carp Hatchery,Imperial,7,2007-05-01,1,0.0,0.0,0.0
4B190101001,Burbank WRP,Los Angeles,4,2017-05-01,1,12000.0,12000.0,0.0
5D545155N01,Sweeney Dairy,Tulare,5F,2016-08-01,3,59850.0,59850.0,0.0
5A290104003,Lake of the Pines WWTP,Nevada,5S,2018-04-01,1,0.0,0.0,0.0
7A130128015,Imperial ID Grass Carp Hatchery,Imperial,7,2013-01-01,1,18000.0,1500.0,0.0
5S-03-1C12U1,Eastbound Ramp Metering,Sacramento,5S,2012-10-01,1,0.0,0.0,0.0
5A31NC00049,Wexford Properties HOA,Placer,5S,2016-11-01,1,0.0,0.0,0.0
1A170669CTRI,Yang Emerald Triangle Farm,Trinity,1,2018-05-01,1,0.0,0.0,0.0
4B192597001,Norwalk Pump Station,Los Angeles,4,2011-07-01,1,12000.0,12000.0,0.0
5C54NC00183,Terra Linda Dairy,Tulare,5F,2013-05-01,1,0.0,0.0,0.0
9 000001152,Dakota Ranch Subdivision,San Diego,9,2008-08-01,1,0.0,0.0,0.0
2SSO10138,Granada Community Services District CS,San Mateo,2,2016-10-01,1,0.0,0.0,0.0
4SSO10355,CSU Los Angeles CS,Los Angeles,4,2010-07-01,1,0.0,0.0,0.0
34215WQ03,34215WQ03 Desalination Facility Repair and Maintenance Activities,Santa Barbara,3,2018-08-01,1,0.0,0.0,0.0
1A161269CTRI,Gilbert Sardinia,Trinity,1,2018-05-01,1,0.0,0.0,0.0
5D100802001,Miramonte Conservation Camp,Fresno,5F,2003-09-01,1,0.0,0.0,0.0
5B391032001,Tower Park Marina & Tower Park Village,San Joaquin,5S,2000-06-01,1,0.0,0.0,0.0
4WIP1090092,Automation Plating Corp.,Los Angeles,4,2000-11-01,1,0.0,0.0,0.0
2 438359N01,Sewage Spills,Santa Clara,2,1991-05-01,1,0.0,0.0,0.0
3 400107015,470 Rosina Onsite WW Treatment System,San Luis Obispo,3,2007-05-01,1,0.0,0.0,0.0
5A520306001,Rawson Road Septage Disposal Site Lourence Site,Tehama,5R,2011-02-01,1,0.0,0.0,0.0
5A049001001,Table Mountain Quarry,Butte,5R,2003-07-01,1,0.0,0.0,0.0
8 365577001,Zephyr Dairy,San Bernardino,8,2008-03-01,1,0.0,0.0,0.0
4B192597001,Norwalk Pump Station,Los Angeles,4,2014-09-01,1,3000.0,3000.0,0.0
6A03CT1A733,Caltrans ED 50 (Trout Creek-Ski Run),El Dorado,6A,2012-02-01,1,0.0,0.0,0.0
34414WQ13,34414WQ13 North coast System Rehabilitation Phase 3,Santa Cruz,3,2019-01-01,1,0.0,0.0,0.0
2 438359N01,Sewage Spills,Santa Clara,2,1990-05-01,1,0.0,0.0,0.0
2 43AGT385U,Foothills Park,Santa Clara,2,2001-10-01,2,0.0,0.0,0.0
2SSO10138,Granada Community Services District CS,San Mateo,2,2018-05-01,1,33100.0,33100.0,0.0
3 352007001,Nutrien Hollister Facility (Former Crop Production Service),San Benito,3,2007-08-01,1,0.0,0.0,0.0
9 000000175,SOCWA San Juan Creek Ocean Outfall,Orange,9,2007-10-01,1,0.0,0.0,0.0
9000001834,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,San Diego,9,2011-04-01,1,0.0,0.0,0.0
5C500110001,Grayson Comm Serv Dist WTF,Stanislaus,5S,2014-03-01,1,0.0,0.0,0.0
7A332013011,"CA Redi-Date, LLC 01-012",Riverside,7,2000-06-01,1,0.0,0.0,0.0
5A512012001,Sacramento Packing Prune Dryer,Sutter,5S,2003-12-01,1,0.0,0.0,0.0
6A186000500,"CCC @ Susanville, CSP-LC WTF",Lassen,6A,2005-07-01,1,0.0,0.0,0.0
7A366666002,La Contenta Bus Yard 93-60002,San Bernardino,7,2005-02-01,1,0.0,0.0,0.0
9 000000771,Fallbrook PUD CS,San Diego,9,2003-06-01,1,0.0,0.0,0.0
6A186000500,"CCC @ Susanville, CSP-LC WTF",Lassen,6A,2010-01-01,1,0.0,0.0,0.0
5A340314001,Jackson Road LF Closure,Sacramento,5S,2002-06-01,1,0.0,0.0,0.0
1B82151OHUM,Eureka City Elk River WWTP,Humboldt,1,2001-06-01,1,0.0,0.0,0.0
6A03CT1A733,Caltrans ED 50 (Trout Creek-Ski Run),El Dorado,6A,2013-06-01,2,0.0,0.0,0.0
1B82151OHUM,Eureka City Elk River WWTP,Humboldt,1,2001-07-01,1,0.0,0.0,0.0
6A03CT1A733,Caltrans ED 50 (Trout Creek-Ski Run),El Dorado,6A,2013-10-01,1,0.0,0.0,0.0
1B82151OHUM,Eureka City Elk River WWTP,Humboldt,1,2003-10-01,2,0.0,0.0,0.0
9 000000175,SOCWA San Juan Creek Ocean Outfall,Orange,9,2004-04-01,1,0.0,0.0,0.0
9 000000175,SOCWA San Juan Creek Ocean Outfall,Orange,9,2003-07-01,1,0.0,0.0,0.0
5A45NP00004,Redding Westside Sewer Interceptor,Shasta,5R,2002-03-01,1,0.0,0.0,0.0
4B198901111,Dominguez Gap Barrier Project,Los Angeles,4,2002-07-01,1,0.0,0.0,0.0
2 438517001,"4101 Lick Mill, Mnsn Grv Apts. Rivermark Extraction System",Santa Clara,2,2001-01-01,1,6000.0,6000.0,0.0
3 440108024,3 Hecker Pass Rd,Santa Cruz,3,1999-09-01,1,600.0,600.0,0.0
5SSO10863,Amador City CS,Amador,5S,2014-06-01,1,0.0,0.0,0.0
5C15NC00066,"Mount Poso Oil Field, Vedder-USL Lease",Kern,5F,2015-02-01,1,0.0,0.0,0.0
5B24NC00213,Beverly Schick Facility,Merced,5S,2017-12-01,1,0.0,0.0,0.0
1B16658CHUM,"Francis Tolan (Site #2)",Humboldt,1,2018-05-01,1,0.0,0.0,0.0
1B171589CMEN,Greenland Farms,Mendocino,1,2018-05-01,1,0.0,0.0,0.0
1A171142CTRI,17571 Wildwood,Trinity,1,2018-05-01,1,0.0,0.0,0.0
1A170964CTRI,Therese Burns,Trinity,1,2018-05-01,1,0.0,0.0,0.0
1B80045OMEN,Point Arena WWTP,Mendocino,1,2000-01-01,2,0.0,0.0,0.0
9 000000217,Ralph W Chapman WRF,San Diego,9,2008-04-01,1,0.0,0.0,0.0
5C54NC00118,"Jacobus de Groot Dairy #2",Tulare,5F,2012-04-01,1,0.0,0.0,0.0
6A189009N38,"Davis, Thomas & Patricia Etal",Lassen,6A,1991-05-01,1,0.0,0.0,0.0
7B361008001,Rio DEL Sol RV Haven 97-500101,San Bernardino,7,1999-07-01,1,0.0,0.0,0.0
4A192332003,Valencia Facility,Los Angeles,4,1999-07-01,1,0.0,0.0,0.0
4B197500262,Palazzo East - Parcel B,Los Angeles,4,2013-11-01,1,0.0,0.0,0.0
6SSO11131,Bishop CS,Inyo,6B,2018-04-01,1,0.0,0.0,0.0
5B24NC00067,"Martins View Jersey Dairy #2",Merced,5S,2013-10-01,1,0.0,0.0,0.0
3SSO10296,Monterey One Water Reg Trtmt & Outfall Sys CS,Monterey,3,2016-04-01,1,298958.0,149479.0,0.0
1A170952CTRI,Kou Lor,Trinity,1,2018-05-01,1,0.0,0.0,0.0
1A170239CTRI,Shonger's Farms LLC,Trinity,1,2018-05-01,1,0.0,0.0,0.0
1B171495CMEN,Brandon Taaffe,Mendocino,1,2018-05-01,1,0.0,0.0,0.0
4B191310001,New Dock Street Pump Station,Los Angeles,4,2004-05-01,1,0.0,0.0,0.0
6A290002225,Floriston Waste Treatment Facility,Nevada,6A,1998-10-01,1,0.0,0.0,0.0
7A331350001,Oasis Elementary School,Riverside,7,2004-01-01,1,0.0,0.0,0.0
4B196000013,Onni Atria L.P.,Los Angeles,4,2005-10-01,1,0.0,0.0,0.0
34014WQ21,34014WQ21 Prefumo Creek Sediment Removal,San Luis Obispo,3,2016-06-01,1,0.0,0.0,0.0
5D541070001,Monarch Nut Company,Tulare,5F,2002-05-01,1,0.0,0.0,0.0
6B369212001,"Downtown Burger, Phelan",San Bernardino,6B,2000-01-01,4,0.0,0.0,0.0
6B269610N71,Mammoth Automotive & RV Center,Mono,6B,1996-10-01,1,1000.0,1000.0,0.0
5B50NC00023,"S & S Dairy #2",Stanislaus,5S,2017-12-01,1,0.0,0.0,0.0
2SSO10156,Milpitas City CS,Santa Clara,2,2018-09-01,1,0.0,0.0,0.0
5C16NC00120,Ormonde Dairy,Kings,5F,2010-08-01,1,0.0,0.0,0.0
2 417053001,Ox Mountain Class III Landfill,San Mateo,2,2008-07-01,1,24000.0,24000.0,0.0
2 215116001,Central Marin San. Agcy. WWTP,Marin,2,2001-02-01,1,6000.0,6000.0,0.0
5A31NP00025,San Juan WD Flow Test & Maint,Placer,5S,2011-05-01,1,12000.0,12000.0,0.0
5A110102001,Elk Creek CSD WTF,Glenn,5R,2006-06-01,1,0.0,0.0,0.0
5C205014N01,Pimentel Dairy,Madera,5F,2012-08-01,1,2628.0,2628.0,0.0
5D545085001,Double J Dairy,Tulare,5F,2018-05-01,1,0.0,0.0,0.0
5C16NC00120,Ormonde Dairy,Kings,5F,2012-03-01,1,5000.0,5000.0,0.0
5D542127001,Cacciatore Fine Wines & Olive,Tulare,5F,2014-10-01,1,0.0,0.0,0.0
4B192111002,Long Beach Generating Station,Los Angeles,4,2014-06-01,1,15000.0,15000.0,0.0
5C505015001,J.F. Enterprises Worm Farm,Stanislaus,5S,2009-06-01,1,0.0,0.0,0.0
6B361112001,Methodist Camp Wrightwood PWTF,San Bernardino,6B,1986-08-01,1,0.0,0.0,0.0
8 362397001,"Truck/Bin Washing, Fontana",San Bernardino,8,2003-02-01,1,0.0,0.0,0.0
4B196000013,Onni Atria L.P.,Los Angeles,4,2011-07-01,1,6000.0,6000.0,0.0
4SSO10450,Hyperion CS,NA,4,2013-11-01,1,48000.0,25500.0,0.0
6B361112001,Methodist Camp Wrightwood PWTF,San Bernardino,6B,1989-11-01,1,0.0,0.0,0.0
9 000000484,Driscoll Custom Boats (San Diego Bay),San Diego,9,1991-12-01,1,0.0,0.0,0.0
6A189009N41,Eagle Lake,Lassen,6A,1996-11-01,1,0.0,0.0,0.0
5C505015001,J.F. Enterprises Worm Farm,Stanislaus,5S,2012-06-01,1,0.0,0.0,0.0
5C500106002,Riverbank WWTP,San Joaquin,5S,2002-10-01,1,0.0,0.0,0.0
4B191310001,New Dock Street Pump Station,Los Angeles,4,2013-07-01,1,0.0,0.0,0.0
9 S110301U4,Caltrans I-5/805 WIDENING,San Diego,9,2002-12-01,3,0.0,0.0,0.0
5C500106002,Riverbank WWTP,San Joaquin,5S,2010-05-01,1,0.0,0.0,0.0
5A450001005,Cottonwood WWTP,Shasta,5R,2013-12-01,1,0.0,0.0,0.0
4B191310001,New Dock Street Pump Station,Los Angeles,4,2018-05-01,1,0.0,0.0,0.0
9 000000761,City Of Solana Beach CS,San Diego,9,2004-04-01,1,0.0,0.0,0.0
7B330809001,Ironwood State Prison,Riverside,7,2002-09-01,2,0.0,0.0,0.0
5A170300001,Eastlake LF,Lake,5S,2004-11-01,1,0.0,0.0,0.0
5C500106002,Riverbank WWTP,San Joaquin,5S,2018-02-01,1,0.0,0.0,0.0
7B330809001,Ironwood State Prison,Riverside,7,2003-09-01,1,0.0,0.0,0.0
6A290002225,Floriston Waste Treatment Facility,Nevada,6A,2014-06-01,1,0.0,0.0,0.0
6B368020001,Trona Plant,San Bernardino,6B,2000-07-01,1,0.0,0.0,0.0
6B369212001,"Downtown Burger, Phelan",San Bernardino,6B,2014-12-01,1,0.0,0.0,0.0
