wdid,facility_name,region,county,place_type,year,ml_risk_score,ml_risk_pct,ml_percentile,total_actions_24mo,avg_severity_24mo,total_outstanding,monetary_rate_24mo,escalation_ratio
9 000000099,Pine Valley WW Polltn Cntl Fac (Pine Valley Sanitation District) OWTS,9,San Diego,Wastewater Treatment Facility,2012,0.02677311777098267,2.7,50.3,3,2.0,0.0,0.0,1.0
9 000000761,City Of Solana Beach CS,9,San Diego,Collection_System,2006,0.02677311777098267,2.7,50.3,3,2.0,0.0,0.0,1.0
7A330100015,Banning STP-Non NPDES,7,Riverside,Wastewater Treatment Facility,2007,0.02677311777098267,2.7,50.3,3,2.0,0.0,0.0,1.0
7A331270001,Almar Acres RV Park,7,Riverside,Campground,2002,0.026733728797235352,2.7,50.2,4,2.25,0.0,0.0,1.0
5D165046N01,Poplar Lane Dairy,5F,Kings,Animal Feeding,2003,0.02665482998374675,2.7,50.1,4,2.25,0.0,0.0,1.0
3 270113001,Soledad Water Reclamation Facility,3,Monterey,Wastewater Treatment Facility,2003,0.02663527572633279,2.7,50.1,3,1.6666666666666667,0.0,0.0,1.0
9 000000564,Santa Rosa WRF-Recycled WTR,9,Riverside,Wastewater Treatment Facility,2011,0.026599518133777027,2.7,50.0,3,2.3333333333333335,0.0,0.0,1.0
9SSO10644,4-S Ranch CS,9,San Diego,Collection_System,2012,0.026599518133777027,2.7,50.0,3,2.3333333333333335,0.0,0.0,1.0
5C16NC00014,former AP MATTOS & SONS DAIRY #1,5F,Kings,Animal Feeding,2004,0.026563260891899452,2.7,49.9,3,2.0,0.0,0.0,1.0
7A330133001,Trinity - Whitewater 97-50081,7,Riverside,Facility,2003,0.026553438854139022,2.7,49.8,3,2.3333333333333335,0.0,0.0,1.0
3 400105001,Paso Robles WWTP,3,San Luis Obispo,Wastewater Treatment Facility,2017,0.026526342544019588,2.7,49.8,4,5.0,423000.0,0.5,1.0
5A170300001,Eastlake LF,5S,Lake,Land fill,2006,0.026513990061865576,2.7,49.7,4,2.0,0.0,0.0,1.0
5A340314001,Jackson Road LF Closure,5S,Sacramento,Land fill,2007,0.02651357194022633,2.7,49.6,3,2.0,0.0,0.0,1.0
2 417053002,Corinda Los Trancos Landfll,2,San Mateo,Land fill,2011,0.026504104824805887,2.7,49.6,3,2.0,0.0,0.0,1.0
5D150109001,McFarland WWTF,5F,Kern,Wastewater Treatment Facility,2010,0.026448362223705994,2.6,49.5,3,2.3333333333333335,0.0,0.0,1.0
9SSO10710,"USMC Base, Camp Pendleton CS",9,San Diego,Collection_System,2006,0.026446615384903834,2.6,49.4,3,2.3333333333333335,0.0,0.0,1.0
6A188410000,Amedee Geothermal Power Plant,6A,Lassen,Power Plant,2005,0.026446615384903834,2.6,49.4,3,2.3333333333333335,0.0,0.0,1.0
5B392048001,"Alpine Meats, Inc.",5S,San Joaquin,Slaughtering/Packing,2002,0.026446615384903834,2.6,49.4,3,2.3333333333333335,0.0,0.0,1.0
5D150108001,Lamont WWTF,5F,Kern,Wastewater Treatment Facility,2005,0.0264392408971874,2.6,49.3,3,2.0,0.0,0.0,1.0
8 330305019,Mead Valley Landfill,8,Riverside,Land fill,2002,0.026415484222312165,2.6,49.2,3,1.6666666666666667,0.0,0.0,1.0
5C242001001,Trout Rearing Facility,5F,Merced,Aquaculture/Hatchery,2005,0.026363940047859965,2.6,49.1,3,1.6666666666666667,0.0,0.0,1.0
7A130128015,Imperial ID Grass Carp Hatchery,7,Imperial,Aquaculture/Hatchery,2017,0.02629017376035455,2.6,49.1,11,2.7142857142857144,31000.0,0.09090909090909091,1.0
5D151027001,Golden Hills WWTF,5F,Kern,Wastewater Treatment Facility,2012,0.026235716054168978,2.6,49.0,3,2.3333333333333335,0.0,0.0,1.0
9 000000146,Oceanside Ocean Outfall,9,San Diego,Wastewater Treatment Facility,2017,0.026227812259099575,2.6,48.9,4,2.0,0.0,0.0,1.0
7B131304001,Pilot Knob RV Resort,7,Imperial,Campground,2004,0.026135706128091647,2.6,48.9,4,2.0,0.0,0.0,1.0
2 48S0040,Cordelia Road Site,2,0,Facility,2000,0.026076690951685907,2.6,48.8,3,2.0,0.0,0.0,1.0
5B090300001,Union Mine LF,5S,El Dorado,Land fill,2004,0.02606389406441757,2.6,48.8,3,1.6666666666666667,0.0,0.0,1.0
5C54NC00003,Holstein Farms Dairy,5F,Tulare,Animal Feeding,2004,0.0260092823926792,2.6,48.7,3,2.3333333333333335,0.0,0.0,1.0
5D165047002,Brian James Jongsma Dairy,5F,Tulare,Animal Feeding,2004,0.0260092823926792,2.6,48.7,3,2.3333333333333335,0.0,0.0,1.0
5B050302001,Red Hill Class III Landfill & Class II Surface Impoundments,5S,Calaveras,Land fill,2002,0.02600773235207942,2.6,48.6,3,2.3333333333333335,0.0,0.0,1.0
5B24NC00072,Fahey Dairy,5S,Merced,Animal Feeding,2012,0.026000996419617974,2.6,48.5,3,4.333333333333333,0.0,0.3333333333333333,1.0
4B190107014,Long Beach WRP,4,Los Angeles,Wastewater Treatment Facility,2009,0.025860265576454176,2.6,48.4,3,4.333333333333333,0.0,0.3333333333333333,1.0
9 000000858,Sweetwater Authority Groundwater Demin,9,San Diego,Water Treatment Plant,2002,0.025850642447086864,2.6,48.4,3,2.0,0.0,0.0,1.0
9 000000232,Kkottongnae Retreat Camp,9,Riverside,Outdoor Event Venue,2011,0.025778002774009177,2.6,48.3,3,2.3333333333333335,0.0,0.0,1.0
3 420104001,Laguna County Sanitation District Reclamation Plant,3,Santa Barbara,Wastewater Treatment Facility,2008,0.025774927692765848,2.6,48.3,3,1.6666666666666667,0.0,0.0,1.0
5D545114001,Borges Dairy,5F,Tulare,Animal Feeding,2011,0.025684246247373026,2.6,48.2,3,2.3333333333333335,0.0,0.0,1.0
6B369212001,"Downtown Burger, Phelan",6B,San Bernardino,Restaurant,2006,0.025647556205378876,2.6,48.1,3,2.0,0.0,0.0,1.0
3 272016001,Uni-Kool Salinas Facilty,3,Monterey,Food Processing NEC,2009,0.025568446332292664,2.6,48.1,3,4.333333333333333,0.0,0.3333333333333333,1.0
6A020008000,Markleeville Wstwtr Trtmnt Sys,6A,Alpine,Wastewater Treatment Facility,2015,0.02547043668997156,2.5,48.0,4,1.0,0.0,0.0,1.0
7A331175011,Tamarisk MH & RV Park,7,Riverside,Facility,2009,0.025445902713156818,2.5,47.9,3,2.0,0.0,0.0,1.0
5A340101001,EA Fairbairn WTP,5S,Sacramento,Water Treatment Plant,2014,0.02543167350959932,2.5,47.9,3,1.6666666666666667,0.0,0.0,1.0
5C16NC00043,Joe V Pimentel Dairy,5F,Kings,Animal Feeding,2006,0.02537286179691446,2.5,47.8,3,2.0,0.0,0.0,1.0
9 000000006,Temecula Valley RWRF,9,Riverside,Wastewater Treatment Facility,2013,0.02531661867385027,2.5,47.7,3,2.0,0.0,0.0,1.0
9 000000395,Fallbrook Water Reclamation Plant,9,San Diego,Wastewater Treatment Facility,2013,0.02531661867385027,2.5,47.7,3,2.0,0.0,0.0,1.0
5A45,Cedar Creek Shasta County Complaint,5R,Shasta,Facility,2014,0.025308655551627004,2.5,47.6,4,2.0,0.0,0.0,1.0
5D160103001,Hanford WWTF,5F,Kings,Wastewater Treatment Facility,2003,0.025215221373595664,2.5,47.6,3,1.6666666666666667,0.0,0.0,1.0
5D152207001,Lost Hills Processing Plant,5F,Kern,Food Processing NEC,2005,0.025170467996003386,2.5,47.5,3,1.0,0.0,0.0,1.0
5D100117001,Tranquillity WWTF,5F,Fresno,Wastewater Treatment Facility,2002,0.02513829058918892,2.5,47.4,3,2.3333333333333335,0.0,0.0,1.0
3 442004003,Cemex Davenport Cement Plant (Former Non-Contact Cooling Water Discharge),3,Santa Cruz,Concrete Manufacturing,2007,0.0251111671179668,2.5,47.4,3,2.0,0.0,0.0,1.0
2 07-0722,Glenn Martell & Son,2,0,Facility,2002,0.024812851374917868,2.5,47.3,4,2.0,0.0,0.0,1.0
5A580302002,Recology Ostrom Road Landfill - Aquifer Pilot Test Project,5S,Yuba,Land fill,2005,0.024780479582918586,2.5,47.3,3,1.6666666666666667,0.0,0.0,1.0
5A34NP00018,Sacto Cnty Misc Water Sys Disch,5S,Sacramento,Groundwater Cleanup Site,2011,0.02472784888699565,2.5,47.2,3,4.333333333333333,0.0,0.3333333333333333,1.0
5D545152001,former Koetsier Dairy,5F,Tulare,Animal Feeding,2003,0.024660417991562968,2.5,47.1,3,2.3333333333333335,0.0,0.0,1.0
5D102022001,E & J Gallo Winery Fresno Winery,5F,Fresno,Winery,2013,0.02465592683187072,2.5,47.1,4,2.0,0.0,0.0,1.0
7A331187011,Desert Valley Estates,7,Riverside,Facility,2004,0.02456291245937046,2.5,47.0,3,2.3333333333333335,0.0,0.0,1.0
5D100128003,Del Rey WWTF,5F,Fresno,Wastewater Treatment Facility,2013,0.02447599109965449,2.4,46.9,3,2.0,0.0,0.0,1.0
4B197500021,Westlake Village Hotel & Spa,4,Los Angeles,Domestic Site NEC,2016,0.02444757588987099,2.4,46.9,3,7.0,0.0,1.0,1.0
9 000000571,San Elijo Water Campus,9,San Diego,Wastewater Treatment Facility,2011,0.024390970714962396,2.4,46.7,3,2.0,0.0,0.0,1.0
5A522022001,Antelope Service Center,5R,Tehama,"Service/Commercial Site, NEC",2003,0.024390970714962396,2.4,46.7,3,2.0,0.0,0.0,1.0
9 000000290,City of San Clemente WRP,9,Orange,Wastewater Treatment Facility,2011,0.024390970714962396,2.4,46.7,3,2.0,0.0,0.0,1.0
7A331274001,Two Springs Resort,7,Riverside,Campground,2002,0.024390970714962396,2.4,46.7,3,2.0,0.0,0.0,1.0
5A060104001,Princeton WWTP,5S,Colusa,Wastewater Treatment Facility,2002,0.024337950233955373,2.4,46.5,3,2.3333333333333335,0.0,0.0,1.0
5C54NC00077,Joshua and James Jongsma Dairy,5F,Tulare,Animal Feeding,2004,0.024337950233955373,2.4,46.5,3,2.3333333333333335,0.0,0.0,1.0
5C16NC00052,Former VL Furtado Dairy (demolished),5F,Kings,Animal Feeding,2005,0.024337950233955373,2.4,46.5,3,2.3333333333333335,0.0,0.0,1.0
5A290300001,McCourtney Road LF,5S,Nevada,Land fill,2002,0.024173244140754554,2.4,46.4,3,2.0,0.0,0.0,1.0
5A520102001,Mineral WWTP,5R,Tehama,Wastewater Treatment Facility,2008,0.024125877803400406,2.4,46.3,3,1.6666666666666667,0.0,0.0,1.0
5D165097N01,J&D Wilson Dairy #2,5F,Kings,Animal Feeding,2004,0.02405890841936909,2.4,46.3,3,2.0,0.0,0.0,1.0
7A361283001,Specialty Minerals,7,San Bernardino,Facility,2008,0.02404728918848315,2.4,46.2,3,2.0,0.0,0.0,1.0
7A331245001,Sky Valley Parks,7,Riverside,Campground,2007,0.02404728918848315,2.4,46.2,3,2.0,0.0,0.0,1.0
7A361005001,Adobe Villas,7,San Bernardino,Facility,2005,0.024008886120369964,2.4,46.1,3,2.3333333333333335,0.0,0.0,1.0
2 07-0803,Chevron,2,0,Facility,2002,0.023949439035424184,2.4,46.0,4,2.0,0.0,0.0,1.0
7A331025001,Mountain View MHP 97-50075,7,Riverside,Facility,2006,0.023810237155447746,2.4,46.0,3,2.3333333333333335,0.0,0.0,1.0
9 000000163,"Plant #03, Chappo",9,San Diego,Wastewater Treatment Facility,2002,0.023716409539325557,2.4,45.9,6,3.0,0.0,0.0,1.0
6B140706001,DVNP Furnace Creek WWTP,6B,Inyo,Campground,2017,0.023709710215292445,2.4,45.8,3,1.0,0.0,0.0,1.0
6B140102001,Amargosa Opera House,6B,Inyo,"Service/Commercial Site, NEC",2017,0.023709710215292445,2.4,45.8,3,1.0,0.0,0.0,1.0
5D102017001,Santa Fe Aggregates Sanger Plant,5F,Fresno,Sand and Gravel Mining,2012,0.023709710215292445,2.4,45.8,3,1.0,0.0,0.0,1.0
9 000000067,Lake Morena RV Park,9,San Diego,Campground,2004,0.02363600917861132,2.4,45.6,3,2.0,0.0,0.0,1.0
6B361112001,Methodist Camp Wrightwood PWTF,6B,San Bernardino,Facility,2002,0.023604582243160595,2.4,45.5,3,1.6666666666666667,0.0,0.0,1.0
7A361212001,Valley View MHP,7,San Bernardino,Facility,2007,0.023604582243160595,2.4,45.5,3,2.0,0.0,0.0,1.0
7A336666044,Cimarron Golf Resort 93-60044,7,Riverside,"Service/Commercial Site, NEC",2002,0.023549854921246307,2.4,45.5,3,2.0,0.0,0.0,1.0
4B192512001,Permalite Inc.,4,Los Angeles,Manufacturing NEC,2015,0.023503682820481774,2.4,45.4,3,2.3333333333333335,0.0,0.0,1.0
5A310306001,Lincoln Class III Landfill,5S,Placer,Land fill,2001,0.023498618797733437,2.3,45.3,3,2.3333333333333335,0.0,0.0,1.0
3 350100001,Hollister Domestic WWTP,3,San Benito,Wastewater Treatment Facility,2006,0.023459579501980687,2.3,45.3,3,1.6666666666666667,0.0,0.0,1.0
3 40MS05104,Grover Beach Municipal SW,3,San Luis Obispo,MS4,2014,0.023430854577457486,2.3,45.2,3,2.3333333333333335,0.0,0.0,1.0
5A45MJ00003,Gasper Property Shasta,5R,Shasta,Cannabis Site,2017,0.023305020885856582,2.3,45.1,4,3.25,0.0,0.25,1.0
5A183000001,Big Valley Power Plant,5R,Lassen,Saw Mill,2010,0.023283611639630962,2.3,45.0,4,2.0,0.0,0.0,1.0
3 432002001,Nature Quality Cold Storage,3,Santa Clara,Food Processing NEC,2004,0.023283611639630962,2.3,45.0,4,2.0,0.0,0.0,1.0
5A34NP00013,Arden-Cordova Water Service,5S,Sacramento,"Service/Commercial Site, NEC",2012,0.023160865560313038,2.3,45.0,3,4.0,0.0,0.3333333333333333,1.0
7A130127001,Gateway of The Americas,7,Imperial,Facility,2016,0.02315060802641201,2.3,44.9,3,2.0,0.0,0.0,1.0
5B030110001,River Pines WWTP,5S,El Dorado,Wastewater Treatment Facility,2003,0.023131463416147788,2.3,44.8,3,2.3333333333333335,0.0,0.0,1.0
5C200102001,Madera Cnty #2-Bass Lake WWTF,5F,Madera,Wastewater Treatment Facility,2004,0.023131463416147788,2.3,44.8,3,2.3333333333333335,0.0,0.0,1.0
6A290002225,Floriston Waste Treatment Facility,6A,Nevada,Facility,2016,0.023106325165487194,2.3,44.7,3,1.0,0.0,0.0,1.0
5A522001004,Reynolds Molded Pulp Mill,5R,Tehama,Pulp and Paper,2003,0.023048195573562198,2.3,44.6,3,2.0,0.0,0.0,1.0
2 07-0802,Shell,2,0,Facility,2002,0.02298953739456282,2.3,44.6,3,2.0,0.0,0.0,1.0
2 07-0734,Trans Am,2,0,Facility,2002,0.02298953739456282,2.3,44.6,3,2.0,0.0,0.0,1.0
5A452049001,SWA Mountain Gate Limestone Quarry,5R,Shasta,Sand and Gravel Mining,2009,0.022829591774610115,2.3,44.5,3,1.0,0.0,0.0,1.0
7A331024011,Desert Pools RV RST 97-50077,7,Riverside,Campground,2004,0.02282031904988019,2.3,44.4,3,2.0,0.0,0.0,1.0
7A331034011,Bob's RV Roundup 97-500123,7,Riverside,Campground,2002,0.02282031904988019,2.3,44.4,3,2.0,0.0,0.0,1.0
7A331032011,Palmdale Estates,7,Riverside,Facility,2004,0.02279799586081169,2.3,44.3,3,2.0,0.0,0.0,1.0
5B052011001,Carson Hill Gold Mine,5S,Calaveras,Metal Mining,2008,0.022797079065944876,2.3,44.2,3,3.3333333333333335,0.0,0.3333333333333333,1.0
8 300302003,Olinda Alpha Landfill,8,Orange,Land fill,2003,0.022736669609937622,2.3,44.1,3,2.0,0.0,0.0,1.0
5A520106001,Golden Meadows STP (sand filter),5R,Tehama,Wastewater Treatment Facility,2009,0.022724004940415005,2.3,44.1,4,1.75,0.0,0.0,1.0
8 332600N01,Beaumont Landfill - Inactive,8,Riverside,Land fill,2002,0.02259367649055608,2.3,44.0,3,2.6666666666666665,0.0,0.3333333333333333,1.0
7A361401011,"Gates of Spain MHC, LLC",7,San Bernardino,Facility,2003,0.022576288544428575,2.3,44.0,3,2.0,0.0,0.0,1.0
7A370125001,Borrego WD-Ram's Hill,7,San Diego,Facility,2013,0.02256484464617597,2.3,43.9,3,2.0,0.0,0.0,1.0
6B360304041,Heaps Peak SWDS Post Closure,6B,San Bernardino,Land fill,2013,0.02254827410678664,2.3,43.7,3,1.6666666666666667,0.0,0.0,1.0
9 000000745,City of Coronado CS,9,San Diego,Collection_System,2002,0.02254827410678664,2.3,43.7,3,2.0,0.0,0.0,1.0
9 000000757,City of Poway CS,9,San Diego,Collection_System,2002,0.02254827410678664,2.3,43.7,3,2.0,0.0,0.0,1.0
5C500100001,Ceres WWTP,5S,Stanislaus,Wastewater Treatment Facility,2013,0.02254827410678664,2.3,43.7,3,2.0,0.0,0.0,1.0
7A331027001,Desert Palms Comm MHP 97-50089,7,Riverside,Facility,2002,0.02251955151700771,2.3,43.5,3,2.0,0.0,0.0,1.0
7A371001001,Santiago Estates,7,San Diego,Facility,2004,0.02251955151700771,2.3,43.5,3,2.0,0.0,0.0,1.0
9 000000261,Zone 1 Prima Deshecha Sanitary Landfill,9,Orange,Land fill,2003,0.02251955151700771,2.3,43.5,3,2.0,0.0,0.0,1.0
7A330114012,Palm Springs WWTF,7,Riverside,Wastewater Treatment Facility,2015,0.022448399467155735,2.2,43.4,3,2.0,0.0,0.0,1.0
5D541071001,Setton Properties Terra Bella Facility,5F,Tulare,Food Processing NEC,2005,0.022448399467155735,2.2,43.4,3,1.6666666666666667,0.0,0.0,1.0
5B07NP00021,Emerson Ranch Construction Project,5S,Contra Costa,Domestic Site NEC,2017,0.022405092610337185,2.2,43.3,3,4.333333333333333,0.0,0.3333333333333333,1.0
3 402018001,Broken Earth Winery,3,San Luis Obispo,Winery,2006,0.022312875558937906,2.2,43.2,3,2.0,0.0,0.0,1.0
9000001834,USMC Camp Pendleton Southern Regional Tertiary Treatment Plant,9,San Diego,Wastewater Treatment Facility,2014,0.022231838630468716,2.2,43.2,3,2.0,0.0,0.0,1.0
7A331344001,Palm Springs Oasis RV,7,Riverside,Campground,2010,0.022167643340756202,2.2,43.1,3,2.0,0.0,0.0,1.0
5A310301001,Colfax LF,5S,Placer,Land fill,2005,0.022115467928232605,2.2,43.0,3,1.6666666666666667,0.0,0.0,1.0
9SSO10676,Meadowlark CS,9,San Diego,Collection_System,2013,0.022010574016744774,2.2,43.0,3,2.0,0.0,0.0,1.0
7B361001011,Big Bend Resort,7,San Bernardino,Facility,2007,0.02182808925620374,2.2,42.8,3,2.0,0.0,0.0,1.0
7A331022001,Sky Ridge Park 97-50051,7,Riverside,Facility,2005,0.02182808925620374,2.2,42.8,3,2.0,0.0,0.0,1.0
7A331045001,Palm View Estates,7,Riverside,Facility,2006,0.02182808925620374,2.2,42.8,3,2.0,0.0,0.0,1.0
7A331174011,Sams Family Spa 97-50076,7,Riverside,Facility,2002,0.021785296104887955,2.2,42.7,3,2.0,0.0,0.0,1.0
5D151178001,Flying J #613,5F,Kern,Wastewater Treatment Facility,2001,0.021784549512208984,2.2,42.7,3,2.0,0.0,0.0,1.0
34015WQ08,Sweet Springs Mobile Home Park Development,3,San Luis Obispo,Dredge/Fill Site,2017,0.02176703592403598,2.2,42.5,3,3.6666666666666665,0.0,0.3333333333333333,1.0
1B11010CNME,Patricia Plowright and Thomas Rider Plowright III Property,1,Mendocino,Nursery/Hydroponics,2013,0.02176703592403598,2.2,42.5,3,3.6666666666666665,0.0,0.3333333333333333,1.0
FB000000002,Dark Canyon Creek Culvert Replacement,1,Trinity,Dredge/Fill Site,2001,0.02176703592403598,2.2,42.5,3,3.6666666666666665,0.0,0.3333333333333333,1.0
9 000000484,Driscoll Custom Boats (San Diego Bay),9,San Diego,Boatyard/Shipyard,2002,0.021753585786808086,2.2,42.4,3,2.0,0.0,0.0,1.0
9 000000792,STP 10 & 11,9,San Diego,Wastewater Treatment Facility,2011,0.021677768940558673,2.2,42.3,3,2.3333333333333335,0.0,0.0,1.0
9 000000670,Plant #9,9,San Diego,Wastewater Treatment Facility,2011,0.021677768940558673,2.2,42.3,3,2.3333333333333335,0.0,0.0,1.0
5D160102001,Corcoran WWTF,5F,Kings,Wastewater Treatment Facility,2011,0.021628371645651852,2.2,42.2,3,2.0,0.0,0.0,1.0
6B150104001,Inyokern CSD WTF,6B,Kern,Wastewater Treatment Facility,2017,0.021586743406818758,2.2,42.2,3,1.0,0.0,0.0,1.0
7B330119011,McIntyre RV Resort,7,Riverside,Campground,2005,0.021541839957160185,2.2,42.1,3,2.0,0.0,0.0,1.0
5C10NC00070,Quist Dairy,5F,Fresno,Animal Feeding,2015,0.02145364570523739,2.1,42.0,3,4.333333333333333,0.0,0.3333333333333333,1.0
I-09654,Burch Oldsmobile,4,0,Facility,2002,0.021421761534274192,2.1,42.0,3,2.3333333333333335,0.0,0.0,1.0
4B196100020,The Renaissance Apartments,4,Los Angeles,"Residence, NEC",2017,0.02140739823597188,2.1,41.9,3,7.0,0.0,1.0,1.0
5A450103004,Stillwater WWTF,5R,Shasta,Wastewater Treatment Facility,2017,0.021321760296200972,2.1,41.8,3,2.3333333333333335,0.0,0.0,1.0
5A525021N01,Warmerdam Dairy,5R,Tehama,Animal Feeding,2002,0.021287261045903335,2.1,41.8,4,3.6666666666666665,0.0,0.25,1.0
2 07-0558,Shell,2,0,Facility,2002,0.02121505749328623,2.1,41.7,3,2.0,0.0,0.0,1.0
9SSO10691,City of San Clemente CS,9,Orange,Collection_System,2014,0.020955378679220538,2.1,41.6,3,2.0,0.0,0.0,1.0
9 000000481,Marine Group Boat Works - Chula Vista (fmrly South Bay Boatyard),9,San Diego,Boatyard/Shipyard,2016,0.020955378679220538,2.1,41.6,3,2.0,0.0,0.0,1.0
9SSO10646,City of Chula Vista CS,9,San Diego,Collection_System,2013,0.020929672429998346,2.1,41.5,3,2.0,0.0,0.0,1.0
7A331008011,Country Squire RV MHP 97-50060,7,Riverside,Facility,2007,0.02067103188295295,2.1,41.5,4,2.25,0.0,0.0,1.0
7B361029011,Rainbo Beach Resort,7,San Bernardino,Facility,2007,0.020648926850662552,2.1,41.3,3,2.0,0.0,0.0,1.0
7B361011001,Calizona RV Park,7,San Bernardino,Campground,2006,0.020648926850662552,2.1,41.3,3,2.0,0.0,0.0,1.0
7B361281001,River Lodge Resort,7,San Bernardino,Campground,2007,0.020648926850662552,2.1,41.3,3,2.0,0.0,0.0,1.0
5D541028001,7 Points Holdings Cannabis Cultivation Facility,5F,Tulare,Food Processor,2005,0.020588707926127887,2.1,41.2,3,1.0,0.0,0.0,1.0
9SSO10667,Fallbrook PUD CS,9,San Diego,Collection_System,2012,0.020568680935497824,2.1,41.0,3,2.0,0.0,0.0,1.0
7A360140001,Yucca Valley Wal-Mart Store #1915-04,7,San Bernardino,"Service/Commercial Site, NEC",2017,0.020568680935497824,2.1,41.0,3,2.0,0.0,0.0,1.0
5A310300001,Auburn Landfill,5S,Placer,Land fill,2005,0.020568680935497824,2.1,41.0,3,2.0,0.0,0.0,1.0
9SSO11209,Carlsbad City CS,9,San Diego,Collection_System,2012,0.020568680935497824,2.1,41.0,3,2.0,0.0,0.0,1.0
6B140302001,Furnace Creek Class III LF,6B,Inyo,Land fill,2017,0.020568680935497824,2.1,41.0,3,2.0,0.0,0.0,1.0
6A097001800,Lake Tahoe Airport,6A,El Dorado,"Service/Commercial Site, NEC",2003,0.020527459974557297,2.1,40.8,3,1.0,0.0,0.0,1.0
7A331172011,Hidden Springs CC 97-50036,7,Riverside,Facility,2003,0.02047105433844388,2.0,40.8,3,2.0,0.0,0.0,1.0
5B051013001,Sierra Ridge WWTP,5S,Calaveras,Wastewater Treatment Facility,2011,0.020441232159221823,2.0,40.7,3,2.3333333333333335,0.0,0.0,1.0
9 000001359,HARRF Brine Discharge to San Elijo Ocean Outfall,9,San Diego,Utility Structure,2009,0.020425766787248247,2.0,40.7,3,2.0,0.0,0.0,1.0
5A04NC00006,Morris Ravine Mine (Quarry),5R,Butte,Sand and Gravel Mining,2017,0.02040710685449676,2.0,40.6,3,3.6666666666666665,0.0,0.3333333333333333,1.0
28S0046,Napa River / Napa Creek Flood,2,0,Facility,2004,0.02035115660153214,2.0,40.5,4,3.0,0.0,0.5,1.0
7A331158011,Desert Oasis MHP 97-50029,7,Riverside,Facility,2006,0.020218223068690096,2.0,40.5,3,2.3333333333333335,0.0,0.0,1.0
5A520101001,Red Bluff WW Reclamation Plant,5R,Tehama,Wastewater Treatment Facility,2015,0.02020731402994381,2.0,40.4,4,3.0,0.0,0.25,1.0
9 000000145,Pauma Valley Treatment Plant,9,San Diego,Wastewater Treatment Facility,2009,0.02020544648182769,2.0,40.3,3,2.0,0.0,0.0,1.0
6B260109N02,Town Construction Sites,6B,Mono,MS4,2003,0.020175442081883155,2.0,40.3,26,1.9277777777777778,0.0,0.0,1.0
7B361247001,Emerald Cove Resort,7,San Bernardino,Campground,2004,0.0201636460221022,2.0,40.2,3,2.0,0.0,0.0,1.0
3 270307105,"Cal Water Stations 64, 67, 68, 69, 40-01",3,Monterey,Utility Structure,2010,0.020070373888817696,2.0,40.2,4,4.333333333333333,0.0,0.25,1.0
5A451006001,Bridge Bay Resort & Marina,5R,Shasta,Marina,2001,0.020055603697130747,2.0,40.1,3,2.0,0.0,0.0,1.0
5D545045001,4 Corners Dairy,5F,Tulare,Animal Feeding,2011,0.01997687647210879,2.0,40.0,3,2.3333333333333335,0.0,0.0,1.0
2 019322001,South Field Tank Farm,2,0,Facility,2003,0.019969764491404248,2.0,39.9,3,3.0,0.0,0.3333333333333333,1.0
9 000000041,Campbell Shipyard,9,San Diego,Facility,2001,0.019969764491404248,2.0,39.9,3,3.0,0.0,0.3333333333333333,1.0
7B361008001,Rio DEL Sol RV Haven 97-500101,7,San Bernardino,Campground,2002,0.019915904957484853,2.0,39.9,5,2.25,0.0,0.0,1.0
5A34NP00004,Sacramento International Airport,5S,Sacramento,Facility,2005,0.01982968263102272,2.0,39.8,3,1.0,0.0,0.0,1.0
5A171038001,Hoberg's Resort,5S,Lake,Wastewater Treatment Facility,2013,0.01977305450305028,2.0,39.7,3,2.3333333333333335,0.0,0.0,1.0
9 000000137,BAE Systems Maritime Solutions San Diego Facility,9,San Diego,Boatyard/Shipyard,2017,0.019624228181437907,2.0,39.7,3,3.6666666666666665,0.0,0.3333333333333333,1.0
9 000000951,Hyatt Hotel Expansion Dewater,9,San Diego,Facility,2004,0.01956147438329662,2.0,39.6,7,3.8333333333333335,0.0,0.2857142857142857,1.0
5A58NP00005,Olivehurst PUD (OPUD) Well 34,5S,Yuba,Facility,2011,0.019548873434935988,2.0,39.5,4,4.333333333333333,0.0,0.25,1.0
5B39NC00113,Pimentel Farm,5S,San Joaquin,Animal Feeding,2012,0.019548873434935988,2.0,39.5,4,4.333333333333333,0.0,0.25,1.0
5A322014001,Walker Mine,5S,Plumas,Metal Mining,2001,0.01953448542298788,2.0,39.4,4,5.5,0.0,0.0,1.0
5C240104002,Hilmar CWD WWTF,5F,Merced,Wastewater Treatment Facility,2014,0.01922841468569114,1.9,39.4,3,1.0,0.0,0.0,1.0
5A480300001,"Recology Hay Road:Class II Landfill/Waste Pile/Land Treatment Unit, Class III LF",5S,Solano,Land fill,2017,0.01921253763975395,1.9,39.3,7,2.8333333333333335,0.0,0.0,1.0
9 000384N00,Private Residence,9,San Diego,Facility,2002,0.019205744403354215,1.9,39.2,3,5.0,0.0,1.0,1.0
7A131043011,Fountain of Youth Spa,7,Imperial,Mobile Home Park,2004,0.019194755257294298,1.9,39.1,3,2.0,0.0,0.0,1.0
9SSO10653,City of Laguna Beach CS,9,Orange,Collection_System,2013,0.019194755257294298,1.9,39.1,3,2.0,0.0,0.0,1.0
7A371009011,Deanza Springs Campground,7,San Diego,Campground,2006,0.019181270086497955,1.9,39.0,3,2.0,0.0,0.0,1.0
