wdid,facility_name,region,county,theme,theme_count,avg_severity_rank,total_assessment,theme_rank_within_facility
5C10NC00136,Fontes II Heifer Lot,5F,Fresno,Spill / overflow,1,3.0,0.0,1
5C10NC00167,Reedley WWTF,5F,Fresno,Reporting / SMR failure,2,1.5,0.0,1
5C10NC00167,Reedley WWTF,5F,Fresno,Spill / overflow,1,2.0,0.0,2
5C10NC00167,Reedley WWTF,5F,Fresno,Monitoring deficiency,1,1.0,0.0,3
5C15NC00003,G3 Dairy,5F,Kern,Reporting / SMR failure,1,3.0,0.0,1
5C15NC00003,G3 Dairy,5F,Kern,Monitoring deficiency,1,3.0,0.0,2
5C15NC00003,G3 Dairy,5F,Kern,Permit conditions,1,3.0,0.0,3
5C15NC00019,"Desert View Dairy #2",5F,Kern,O&M / operations,2,2.0,0.0,1
5C15NC00019,"Desert View Dairy #2",5F,Kern,Monitoring deficiency,1,3.0,0.0,2
5C16NC00015,Contente & Company Dairy,5F,Kings,Permit conditions,1,3.0,0.0,1
5C16NC00015,Contente & Company Dairy,5F,Kings,O&M / operations,1,3.0,0.0,2
5C16NC00021,Mattos Brothers Dairy,5F,Kings,O&M / operations,1,3.0,0.0,1
5C16NC00074,vacant DAIRY,5F,Kings,Spill / overflow,2,5.0,3700.0,1
5C16NC00074,vacant DAIRY,5F,Kings,O&M / operations,1,3.0,0.0,2
5C16NC00074,vacant DAIRY,5F,Kings,Financial / ACL,1,7.0,3700.0,3
5C16NC00074,vacant DAIRY,5F,Kings,Reporting / SMR failure,1,3.0,0.0,4
5C16NC00083,"Lone Star Dairy #2",5F,Kings,Spill / overflow,1,3.0,0.0,1
5C200102002,"Madera Cnty #6-Lake Shore Park WWTF",5F,Madera,Reporting / SMR failure,1,1.0,0.0,1
5C200102004,"Madera Cnty #8A-North Fork WWTF",5F,Madera,Reporting / SMR failure,5,1.6,0.0,1
5C200102004,"Madera Cnty #8A-North Fork WWTF",5F,Madera,O&M / operations,3,1.33,0.0,2
5C200102004,"Madera Cnty #8A-North Fork WWTF",5F,Madera,Effluent exceedance,3,1.33,0.0,3
5C200102004,"Madera Cnty #8A-North Fork WWTF",5F,Madera,Spill / overflow,2,1.5,0.0,4
5C200102004,"Madera Cnty #8A-North Fork WWTF",5F,Madera,Monitoring deficiency,2,1.0,0.0,5
5C200102004,"Madera Cnty #8A-North Fork WWTF",5F,Madera,Permit conditions,1,5.0,0.0,6
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Monitoring deficiency,6,2.33,0.0,1
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Permit conditions,5,3.8,0.0,2
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Reporting / SMR failure,4,2.25,0.0,3
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Spill / overflow,3,4.33,0.0,4
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Groundwater / soil contamination,2,2.5,0.0,5
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,Effluent exceedance,1,3.0,0.0,6
5C202010001,Madera Park Process and Remote Ponds,5F,Madera,O&M / operations,1,3.0,0.0,7
5C220701003,Badger Pass WWTF,5F,Mariposa,Reporting / SMR failure,1,1.0,0.0,1
5C220701003,Badger Pass WWTF,5F,Mariposa,Effluent exceedance,1,1.0,0.0,2
5C220701003,Badger Pass WWTF,5F,Mariposa,Spill / overflow,1,1.0,0.0,3
5C220800001,Mount Bullion Conservation Camp,5F,Mariposa,Spill / overflow,1,2.0,0.0,1
5C220800001,Mount Bullion Conservation Camp,5F,Mariposa,Reporting / SMR failure,1,2.0,0.0,2
5C240108001,Merced WWTF,5F,Merced,Effluent exceedance,4,3.75,27000.0,1
5C240108001,Merced WWTF,5F,Merced,Permit conditions,4,4.5,12000.0,2
5C240108001,Merced WWTF,5F,Merced,Financial / ACL,3,7.0,96000.0,3
5C240108001,Merced WWTF,5F,Merced,Reporting / SMR failure,3,2.33,0.0,4
5C240108001,Merced WWTF,5F,Merced,Spill / overflow,2,2.5,0.0,5
5C240108001,Merced WWTF,5F,Merced,Groundwater / soil contamination,1,3.0,0.0,6
5C240114001,Housing Authority Cnty of Merced - Los Banos,5F,Merced,Reporting / SMR failure,1,1.0,0.0,1
5C240114001,Housing Authority Cnty of Merced - Los Banos,5F,Merced,Spill / overflow,1,1.0,0.0,2
5C240701001,Gianelli (San Luis) Pump-Generate Plant WWTF,5F,Merced,Reporting / SMR failure,2,1.5,0.0,1
5C240701001,Gianelli (San Luis) Pump-Generate Plant WWTF,5F,Merced,Spill / overflow,1,2.0,0.0,2
5C240701001,Gianelli (San Luis) Pump-Generate Plant WWTF,5F,Merced,Permit conditions,1,1.0,0.0,3
5C241004001,Firebaugh Truck & Auto Plaza,5F,Merced,Reporting / SMR failure,2,1.5,0.0,1
5C241004001,Firebaugh Truck & Auto Plaza,5F,Merced,Spill / overflow,1,2.0,0.0,2
5C242005001,Dehydrated Flavors Plant,5F,Merced,Reporting / SMR failure,3,1.33,0.0,1
5C242005001,Dehydrated Flavors Plant,5F,Merced,Permit conditions,1,1.0,0.0,2
5C242005001,Dehydrated Flavors Plant,5F,Merced,Monitoring deficiency,1,2.0,0.0,3
5C242014001,Yosemite Valley Beef Packing Plant,5F,Merced,Reporting / SMR failure,4,2.25,0.0,1
5C242014001,Yosemite Valley Beef Packing Plant,5F,Merced,Spill / overflow,4,2.25,0.0,2
5C242014001,Yosemite Valley Beef Packing Plant,5F,Merced,Permit conditions,2,2.0,0.0,3
5C242014001,Yosemite Valley Beef Packing Plant,5F,Merced,Financial / ACL,1,7.0,10000.0,4
5C242014001,Yosemite Valley Beef Packing Plant,5F,Merced,Groundwater / soil contamination,1,7.0,10000.0,5
5C242014001,Yosemite Valley Beef Packing Plant,5F,Merced,Monitoring deficiency,1,3.0,0.0,6
5C245038001,Forebay Farms Dairy,5S,Merced,Permit conditions,2,3.0,0.0,1
5C245038001,Forebay Farms Dairy,5S,Merced,Reporting / SMR failure,1,3.0,0.0,2
5C245038001,Forebay Farms Dairy,5S,Merced,Monitoring deficiency,1,3.0,0.0,3
5C500112003,Modesto Reservoir WWTP,5S,Stanislaus,Permit conditions,1,3.0,0.0,1
5C500112003,Modesto Reservoir WWTP,5S,Stanislaus,Reporting / SMR failure,1,2.0,0.0,2
5C500112003,Modesto Reservoir WWTP,5S,Stanislaus,Spill / overflow,1,3.0,0.0,3
5C502044001,Hughson Nut Company,5S,Stanislaus,Reporting / SMR failure,6,1.83,0.0,1
5C502044001,Hughson Nut Company,5S,Stanislaus,Monitoring deficiency,4,1.75,0.0,2
5C502044001,Hughson Nut Company,5S,Stanislaus,Spill / overflow,2,1.0,0.0,3
5C502044001,Hughson Nut Company,5S,Stanislaus,Effluent exceedance,1,1.0,0.0,4
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Reporting / SMR failure,16,2.19,0.0,1
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Spill / overflow,11,2.55,0.0,2
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,O&M / operations,7,2.29,0.0,3
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Monitoring deficiency,6,2.0,0.0,4
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Groundwater / soil contamination,4,2.75,0.0,5
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Financial / ACL,3,5.33,250000.0,6
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Permit conditions,2,6.0,0.0,7
5C502051001,"Tartaric Mfg, Plant #2",5S,Stanislaus,Effluent exceedance,1,7.0,100000.0,8
5C505015001,J.F. Enterprises Worm Farm,5S,Stanislaus,Monitoring deficiency,5,2.6,0.0,1
5C505015001,J.F. Enterprises Worm Farm,5S,Stanislaus,Reporting / SMR failure,4,3.0,0.0,2
5C505015001,J.F. Enterprises Worm Farm,5S,Stanislaus,Spill / overflow,4,2.5,0.0,3
5C505015001,J.F. Enterprises Worm Farm,5S,Stanislaus,Permit conditions,2,3.0,0.0,4
5C505015001,J.F. Enterprises Worm Farm,5S,Stanislaus,Effluent exceedance,1,3.0,0.0,5
5C505029001,Former Dotinga Dairy,5S,Stanislaus,Permit conditions,1,3.0,0.0,1
5C505029001,Former Dotinga Dairy,5S,Stanislaus,Effluent exceedance,1,3.0,0.0,2
5C505029001,Former Dotinga Dairy,5S,Stanislaus,Financial / ACL,1,3.0,0.0,3
5C54NC00013,Homeland Dairy,5F,Tulare,Monitoring deficiency,1,3.0,0.0,1
5C54NC00013,Homeland Dairy,5F,Tulare,Permit conditions,1,2.0,0.0,2
5C54NC00022,former O & L DAIRY,5F,Tulare,Reporting / SMR failure,3,2.67,0.0,1
5C54NC00022,former O & L DAIRY,5F,Tulare,Spill / overflow,3,2.33,0.0,2
5C54NC00022,former O & L DAIRY,5F,Tulare,Permit conditions,1,3.0,0.0,3
5C54NC00022,former O & L DAIRY,5F,Tulare,O&M / operations,1,2.0,0.0,4
5C54NC00049,Henry Brower Dairy,5F,Tulare,Reporting / SMR failure,3,2.67,0.0,1
5C54NC00049,Henry Brower Dairy,5F,Tulare,Effluent exceedance,1,3.0,0.0,2
5C54NC00049,Henry Brower Dairy,5F,Tulare,Spill / overflow,1,3.0,0.0,3
5C54NC00049,Henry Brower Dairy,5F,Tulare,Groundwater / soil contamination,1,2.0,0.0,4
5C54NC00049,Henry Brower Dairy,5F,Tulare,Monitoring deficiency,1,2.0,0.0,5
5C54NC00083,"Fernjo Dairy #3",5F,Tulare,Reporting / SMR failure,2,2.5,0.0,1
5C54NC00083,"Fernjo Dairy #3",5F,Tulare,Financial / ACL,1,3.0,0.0,2
5C54NC00083,"Fernjo Dairy #3",5F,Tulare,Permit conditions,1,3.0,0.0,3
5C54NC00083,"Fernjo Dairy #3",5F,Tulare,O&M / operations,1,3.0,0.0,4
5C54NC00083,"Fernjo Dairy #3",5F,Tulare,Spill / overflow,1,2.0,0.0,5
5C54NC00151,"Fernjo Dairy #2",5F,Tulare,Reporting / SMR failure,1,3.0,0.0,1
5C54NC00324,Calgren Ethanol Plant,5F,Tulare,Groundwater / soil contamination,1,2.0,0.0,1
5C54NC00324,Calgren Ethanol Plant,5F,Tulare,Reporting / SMR failure,1,2.0,0.0,2
5C54NC00324,Calgren Ethanol Plant,5F,Tulare,Spill / overflow,1,2.0,0.0,3
5C54SC00009,Sierra Cattle Company - Feedlot,5F,Tulare,Spill / overflow,1,3.0,0.0,1
5C550106004,Sonora Regional WWTF,5F,Tuolumne,Reporting / SMR failure,5,2.6,0.0,1
5C550106004,Sonora Regional WWTF,5F,Tuolumne,Spill / overflow,3,3.67,50000.0,2
5C550106004,Sonora Regional WWTF,5F,Tuolumne,Permit conditions,2,3.0,0.0,3
5C550106004,Sonora Regional WWTF,5F,Tuolumne,Monitoring deficiency,2,2.0,0.0,4
5C550106004,Sonora Regional WWTF,5F,Tuolumne,Effluent exceedance,1,3.0,0.0,5
5C550106004,Sonora Regional WWTF,5F,Tuolumne,Financial / ACL,1,7.0,50000.0,6
5C550801001,Sierra Conservation CTR-WWTP-1 (NON15),5F,Tuolumne,Permit conditions,4,3.5,0.0,1
5C550801001,Sierra Conservation CTR-WWTP-1 (NON15),5F,Tuolumne,O&M / operations,2,3.5,0.0,2
5C550801001,Sierra Conservation CTR-WWTP-1 (NON15),5F,Tuolumne,Spill / overflow,2,1.5,0.0,3
5C550801001,Sierra Conservation CTR-WWTP-1 (NON15),5F,Tuolumne,Reporting / SMR failure,2,3.0,0.0,4
5C550801001,Sierra Conservation CTR-WWTP-1 (NON15),5F,Tuolumne,Monitoring deficiency,1,1.0,0.0,5
5C550801001,Sierra Conservation CTR-WWTP-1 (NON15),5F,Tuolumne,Effluent exceedance,1,2.0,0.0,6
5C552009001,Sonora Division-Standard Mill,5F,Tuolumne,Reporting / SMR failure,1,1.0,0.0,1
5D100104001,SKF CSD WWTF,5F,Fresno,Monitoring deficiency,1,3.0,0.0,1
5D100104001,SKF CSD WWTF,5F,Fresno,Spill / overflow,1,3.0,0.0,2
5D100104001,SKF CSD WWTF,5F,Fresno,Effluent exceedance,1,3.0,0.0,3
5D100104001,SKF CSD WWTF,5F,Fresno,Reporting / SMR failure,1,3.0,0.0,4
5D100116001,San Joaquin WWTF,5F,Fresno,Reporting / SMR failure,5,1.4,0.0,1
5D100116001,San Joaquin WWTF,5F,Fresno,O&M / operations,3,1.67,0.0,2
5D100116001,San Joaquin WWTF,5F,Fresno,Permit conditions,3,2.67,0.0,3
5D100116001,San Joaquin WWTF,5F,Fresno,Spill / overflow,2,2.5,0.0,4
5D100116001,San Joaquin WWTF,5F,Fresno,Monitoring deficiency,2,1.0,0.0,5
5D100116001,San Joaquin WWTF,5F,Fresno,Effluent exceedance,2,1.0,0.0,6
5D100124001,Malaga CWD WWTF,5F,Fresno,Reporting / SMR failure,10,3.4,1036728.0,1
5D100124001,Malaga CWD WWTF,5F,Fresno,Spill / overflow,7,3.86,1107000.0,2
5D100124001,Malaga CWD WWTF,5F,Fresno,Financial / ACL,6,5.0,2221728.0,3
5D100124001,Malaga CWD WWTF,5F,Fresno,Effluent exceedance,3,3.0,0.0,4
5D100124001,Malaga CWD WWTF,5F,Fresno,Permit conditions,3,4.33,0.0,5
5D100124001,Malaga CWD WWTF,5F,Fresno,Monitoring deficiency,2,3.0,0.0,6
5D100124001,Malaga CWD WWTF,5F,Fresno,O&M / operations,1,3.0,0.0,7
5D100307007,Southeast Regional Municipal Solid Waste Landfill,5F,Fresno,Reporting / SMR failure,1,1.0,0.0,1
5D101052N05,"Coalinga, Empire",5F,Fresno,Permit conditions,1,3.0,0.0,1
5D101052N05,"Coalinga, Empire",5F,Fresno,Spill / overflow,1,3.0,0.0,2
5D101052N05,"Coalinga, Empire",5F,Fresno,Effluent exceedance,1,3.0,0.0,3
5D101124001,Raisin Packing Plant,5F,Fresno,Reporting / SMR failure,1,2.0,0.0,1
5D101124001,Raisin Packing Plant,5F,Fresno,Spill / overflow,1,2.0,0.0,2
5D101125001,Del Rey Packing,5F,Fresno,Reporting / SMR failure,2,3.0,0.0,1
5D101125001,Del Rey Packing,5F,Fresno,Permit conditions,2,3.0,0.0,2
5D101125001,Del Rey Packing,5F,Fresno,Spill / overflow,1,3.0,0.0,3
5D101125001,Del Rey Packing,5F,Fresno,Groundwater / soil contamination,1,3.0,0.0,4
5D101125001,Del Rey Packing,5F,Fresno,Monitoring deficiency,1,3.0,0.0,5
5D101133001,Six Jewels Dehydrator,5F,Fresno,Effluent exceedance,1,3.0,0.0,1
5D101133001,Six Jewels Dehydrator,5F,Fresno,Spill / overflow,1,2.0,0.0,2
5D101133001,Six Jewels Dehydrator,5F,Fresno,Reporting / SMR failure,1,2.0,0.0,3
5D101133001,Six Jewels Dehydrator,5F,Fresno,Permit conditions,1,3.0,0.0,4
5D102017001,Santa Fe Aggregates Sanger Plant,5F,Fresno,Reporting / SMR failure,6,1.33,0.0,1
5D102017001,Santa Fe Aggregates Sanger Plant,5F,Fresno,Spill / overflow,2,2.0,0.0,2
5D102017001,Santa Fe Aggregates Sanger Plant,5F,Fresno,Monitoring deficiency,1,1.0,0.0,3
5D102017001,Santa Fe Aggregates Sanger Plant,5F,Fresno,O&M / operations,1,1.0,0.0,4
5D102072001,Kingsburg Glass Plant,5F,Fresno,Spill / overflow,1,2.0,0.0,1
5D102072001,Kingsburg Glass Plant,5F,Fresno,Reporting / SMR failure,1,2.0,0.0,2
5D102096002,"Coalinga OF, Sec 24D - Premier Lease",5F,Fresno,Spill / overflow,1,3.0,0.0,1
5D102119001,Bianchi Vineyards,5F,Fresno,Reporting / SMR failure,4,2.75,0.0,1
5D102119001,Bianchi Vineyards,5F,Fresno,Spill / overflow,4,2.75,0.0,2
5D102119001,Bianchi Vineyards,5F,Fresno,O&M / operations,3,3.0,0.0,3
5D102119001,Bianchi Vineyards,5F,Fresno,Effluent exceedance,2,3.0,0.0,4
5D102119001,Bianchi Vineyards,5F,Fresno,Permit conditions,1,3.0,0.0,5
5D102119001,Bianchi Vineyards,5F,Fresno,Monitoring deficiency,1,3.0,0.0,6
5D102122001,Chestnut Ave Sanitary Landfill GW Cleanup Site,5F,Fresno,Reporting / SMR failure,4,1.5,0.0,1
5D102122001,Chestnut Ave Sanitary Landfill GW Cleanup Site,5F,Fresno,Spill / overflow,2,1.5,0.0,2
5D102122001,Chestnut Ave Sanitary Landfill GW Cleanup Site,5F,Fresno,O&M / operations,1,1.0,0.0,3
5D105003001,Peck Evaporation Basin,5F,Fresno,Spill / overflow,2,5.0,0.0,1
5D105003001,Peck Evaporation Basin,5F,Fresno,Permit conditions,1,5.0,0.0,2
5D105028N01,Panoche Livestock Co,5F,Fresno,Spill / overflow,1,3.0,0.0,1
5D105028N01,Panoche Livestock Co,5F,Fresno,Reporting / SMR failure,1,3.0,0.0,2
5D105045N01,Riverdale East Investors LP Property,5F,Fresno,Permit conditions,1,3.0,0.0,1
5D105047N01,"former NASH FARMS INC #2 Dairy (CLOSED)",5F,Fresno,Groundwater / soil contamination,1,2.0,0.0,1
5D105047N01,"former NASH FARMS INC #2 Dairy (CLOSED)",5F,Fresno,Monitoring deficiency,1,2.0,0.0,2
5D105049N01,John DeGroot and Son LP,5F,Fresno,Reporting / SMR failure,1,3.0,0.0,1
5D150122002,Rio Bravo Improvement District 4,5F,Kern,Reporting / SMR failure,1,2.0,0.0,1
5D150122002,Rio Bravo Improvement District 4,5F,Kern,Spill / overflow,1,2.0,0.0,2
5D150303029,Kern Cnty CSA 39.8-Reeder Tract,5F,Kern,Spill / overflow,1,2.0,0.0,1
5D150303029,Kern Cnty CSA 39.8-Reeder Tract,5F,Kern,Reporting / SMR failure,1,2.0,0.0,2
5D151014003,Tejon Industrial Complex West WWTF,5F,Kern,Reporting / SMR failure,3,2.67,0.0,1
5D151014003,Tejon Industrial Complex West WWTF,5F,Kern,Permit conditions,3,2.33,0.0,2
5D151014003,Tejon Industrial Complex West WWTF,5F,Kern,Spill / overflow,3,2.0,0.0,3
5D151014003,Tejon Industrial Complex West WWTF,5F,Kern,Effluent exceedance,2,2.0,0.0,4
5D151014003,Tejon Industrial Complex West WWTF,5F,Kern,Monitoring deficiency,1,3.0,0.0,5
5D151029001,Alpine Forest Park,5F,Kern,Permit conditions,1,1.0,0.0,1
5D151138001,"Devils Den Oil Field, Grace Cairns Lease",5F,Kern,O&M / operations,1,3.0,0.0,1
5D151163001,Kern Valley Healthcare District WWTF,5F,Kern,Reporting / SMR failure,2,2.0,0.0,1
5D151163001,Kern Valley Healthcare District WWTF,5F,Kern,Spill / overflow,1,1.0,0.0,2
5D151178001,"Flying J #613",5F,Kern,Spill / overflow,3,2.67,0.0,1
5D151178001,"Flying J #613",5F,Kern,Reporting / SMR failure,3,2.67,0.0,2
5D151178001,"Flying J #613",5F,Kern,Effluent exceedance,3,3.0,0.0,3
5D151178001,"Flying J #613",5F,Kern,O&M / operations,2,3.0,0.0,4
5D151178001,"Flying J #613",5F,Kern,Groundwater / soil contamination,1,3.0,0.0,5
5D151178001,"Flying J #613",5F,Kern,Permit conditions,1,3.0,0.0,6
5D151191001,NORSD Sills Reclamation Project,5F,Kern,Reporting / SMR failure,1,2.0,0.0,1
5D151191001,NORSD Sills Reclamation Project,5F,Kern,Spill / overflow,1,2.0,0.0,2
5D152037001,Bear Valley CSD WWTF,5F,Kern,Reporting / SMR failure,3,2.0,0.0,1
5D152037001,Bear Valley CSD WWTF,5F,Kern,Permit conditions,3,3.33,0.0,2
5D152037001,Bear Valley CSD WWTF,5F,Kern,Effluent exceedance,3,4.0,15000.0,3
5D152037001,Bear Valley CSD WWTF,5F,Kern,Financial / ACL,2,4.0,15000.0,4
5D152037001,Bear Valley CSD WWTF,5F,Kern,Spill / overflow,1,7.0,15000.0,5
5D152037001,Bear Valley CSD WWTF,5F,Kern,Monitoring deficiency,1,3.0,0.0,6
5D152050001,"Mount Poso Oil Field, Bowles Lease",5F,Kern,Permit conditions,1,5.0,0.0,1
5D155054N01,Rosa Dairy,5F,Kern,Reporting / SMR failure,2,5.0,4000.0,1
5D155054N01,Rosa Dairy,5F,Kern,Financial / ACL,1,7.0,4000.0,2
5D155054N01,Rosa Dairy,5F,Kern,Permit conditions,1,3.0,0.0,3
5D155054N01,Rosa Dairy,5F,Kern,O&M / operations,1,3.0,0.0,4
5D160109001,Kettleman City WWTF,5F,Kings,Reporting / SMR failure,2,1.0,0.0,1
5D160109001,Kettleman City WWTF,5F,Kings,Effluent exceedance,2,1.0,0.0,2
5D160109001,Kettleman City WWTF,5F,Kings,Spill / overflow,1,1.0,0.0,3
5D160109001,Kettleman City WWTF,5F,Kings,Monitoring deficiency,1,1.0,0.0,4
5D165055N01,Frank Vaz Dairy,5F,Kings,Reporting / SMR failure,1,2.0,0.0,1
5D165055N01,Frank Vaz Dairy,5F,Kings,Spill / overflow,1,2.0,0.0,2
5D165055N01,Frank Vaz Dairy,5F,Kings,O&M / operations,1,2.0,0.0,3
5D165073001,MF Cattle Co,5F,Kings,Reporting / SMR failure,1,3.0,0.0,1
5D165073001,MF Cattle Co,5F,Kings,Permit conditions,1,3.0,0.0,2
5D165084001,Former VL Furtado Dairy,5F,Kings,O&M / operations,1,3.0,0.0,1
5D165084001,Former VL Furtado Dairy,5F,Kings,Spill / overflow,1,3.0,0.0,2
5D165092N01,Over The Moon Dairy,5F,Kings,Permit conditions,1,3.0,0.0,1
5D540136001,Tooleville WWTF,5F,Tulare,Reporting / SMR failure,3,3.0,0.0,1
5D540136001,Tooleville WWTF,5F,Tulare,Permit conditions,3,2.67,0.0,2
5D540136001,Tooleville WWTF,5F,Tulare,Spill / overflow,2,3.0,0.0,3
5D540136001,Tooleville WWTF,5F,Tulare,Effluent exceedance,2,3.0,0.0,4
5D540136001,Tooleville WWTF,5F,Tulare,Monitoring deficiency,2,3.0,0.0,5
5D540136001,Tooleville WWTF,5F,Tulare,O&M / operations,1,2.0,0.0,6
5D540136003,Traver WWTF,5F,Tulare,Permit conditions,6,2.5,0.0,1
5D540136003,Traver WWTF,5F,Tulare,Spill / overflow,5,2.6,0.0,2
5D540136003,Traver WWTF,5F,Tulare,Reporting / SMR failure,4,2.25,0.0,3
5D540136003,Traver WWTF,5F,Tulare,O&M / operations,3,2.0,0.0,4
5D540136003,Traver WWTF,5F,Tulare,Effluent exceedance,2,2.0,0.0,5
5D540136003,Traver WWTF,5F,Tulare,Monitoring deficiency,1,3.0,0.0,6
5D540137001,Poplar WWTF,5F,Tulare,Reporting / SMR failure,4,2.25,0.0,1
5D540137001,Poplar WWTF,5F,Tulare,O&M / operations,2,1.0,0.0,2
5D540137001,Poplar WWTF,5F,Tulare,Effluent exceedance,2,1.0,0.0,3
5D540137001,Poplar WWTF,5F,Tulare,Permit conditions,1,3.0,0.0,4
5D540137001,Poplar WWTF,5F,Tulare,Monitoring deficiency,1,1.0,0.0,5
5D540137001,Poplar WWTF,5F,Tulare,Groundwater / soil contamination,1,2.0,0.0,6
5D540137001,Poplar WWTF,5F,Tulare,Spill / overflow,1,3.0,0.0,7
5D540300006,Teapot Dome SWDS,5F,Tulare,Reporting / SMR failure,9,2.89,0.0,1
5D540300006,Teapot Dome SWDS,5F,Tulare,Monitoring deficiency,5,2.8,0.0,2
5D540300006,Teapot Dome SWDS,5F,Tulare,Permit conditions,3,3.0,0.0,3
5D540300006,Teapot Dome SWDS,5F,Tulare,O&M / operations,2,2.5,0.0,4
5D540300006,Teapot Dome SWDS,5F,Tulare,Groundwater / soil contamination,1,3.0,0.0,5
5D541068001,CA Milk Pitigliano Reclamation Project,5F,Tulare,Reporting / SMR failure,1,2.0,0.0,1
5D541068001,CA Milk Pitigliano Reclamation Project,5F,Tulare,Spill / overflow,1,2.0,0.0,2
5D542002001,Exeter Dehydrator Facility,5F,Tulare,Monitoring deficiency,1,2.0,0.0,1
5D542002001,Exeter Dehydrator Facility,5F,Tulare,Spill / overflow,1,2.0,0.0,2
5D542003001,"Jireh Packing Company, Inc",5F,Tulare,O&M / operations,3,1.33,0.0,1
5D542003001,"Jireh Packing Company, Inc",5F,Tulare,Effluent exceedance,3,2.33,0.0,2
5D542003001,"Jireh Packing Company, Inc",5F,Tulare,Reporting / SMR failure,2,2.0,0.0,3
5D542003001,"Jireh Packing Company, Inc",5F,Tulare,Spill / overflow,2,2.5,0.0,4
5D542003001,"Jireh Packing Company, Inc",5F,Tulare,Monitoring deficiency,1,2.0,0.0,5
5D542003001,"Jireh Packing Company, Inc",5F,Tulare,Permit conditions,1,2.0,0.0,6
5D545002001,"Triple H Dairy #1",5F,Tulare,Reporting / SMR failure,3,3.0,0.0,1
5D545002001,"Triple H Dairy #1",5F,Tulare,O&M / operations,2,3.0,0.0,2
5D545002001,"Triple H Dairy #1",5F,Tulare,Monitoring deficiency,1,3.0,0.0,3
5D545002001,"Triple H Dairy #1",5F,Tulare,Groundwater / soil contamination,1,2.0,0.0,4
5D545002001,"Triple H Dairy #1",5F,Tulare,Permit conditions,1,3.0,0.0,5
5D545002001,"Triple H Dairy #1",5F,Tulare,Spill / overflow,1,3.0,0.0,6
5D545004001,Pryse Farms Evap Basin,5F,Tulare,Spill / overflow,1,7.0,10000.0,1
5D545004001,Pryse Farms Evap Basin,5F,Tulare,Reporting / SMR failure,1,7.0,10000.0,2
5D545004001,Pryse Farms Evap Basin,5F,Tulare,Financial / ACL,1,7.0,10000.0,3
5D545062001,"Delta View Farms #3",5F,Tulare,Spill / overflow,1,3.0,0.0,1
5D545069001,Cross Creek Dairy,5F,Tulare,Reporting / SMR failure,1,3.0,0.0,1
5D545131N01,JOE V. CARDOZA TRUST DAIRY,5F,Tulare,Spill / overflow,1,2.0,0.0,1
5D545131N01,JOE V. CARDOZA TRUST DAIRY,5F,Tulare,Reporting / SMR failure,1,2.0,0.0,2
5D545131N01,JOE V. CARDOZA TRUST DAIRY,5F,Tulare,O&M / operations,1,2.0,0.0,3
5S346000002,"Sacramento Area Ms4, Citrus Heights",5S,Sacramento,Permit conditions,1,3.0,0.0,1
5SSO10895,City Of Jackson CS,5S,Amador,Spill / overflow,2,5.0,148950.0,1
5SSO10895,City Of Jackson CS,5S,Amador,Groundwater / soil contamination,1,7.0,148950.0,2
5SSO10895,City Of Jackson CS,5S,Amador,Reporting / SMR failure,1,7.0,148950.0,3
5SSO10895,City Of Jackson CS,5S,Amador,Financial / ACL,1,7.0,148950.0,4
5SSO10895,City Of Jackson CS,5S,Amador,Permit conditions,1,7.0,148950.0,5
5SSO10912,Sacramento Area Sewer District CS,5S,Sacramento,Reporting / SMR failure,3,4.33,201000.0,1
5SSO10912,Sacramento Area Sewer District CS,5S,Sacramento,Spill / overflow,3,4.33,201000.0,2
5SSO10912,Sacramento Area Sewer District CS,5S,Sacramento,Financial / ACL,2,7.0,424539.0,3
5SSO10912,Sacramento Area Sewer District CS,5S,Sacramento,Permit conditions,1,7.0,223539.0,4
5SSO10912,Sacramento Area Sewer District CS,5S,Sacramento,Groundwater / soil contamination,1,7.0,223539.0,5
5SSO10958,Grass Valley City CS,5S,Nevada,Spill / overflow,1,3.0,0.0,1
5SSO10958,Grass Valley City CS,5S,Nevada,Permit conditions,1,3.0,0.0,2
6A020110001,65 Lava Cap Rd,6A,Alpine,Spill / overflow,1,1.0,0.0,1
6A020110001,65 Lava Cap Rd,6A,Alpine,Reporting / SMR failure,1,1.0,0.0,2
6A02CT37360,Secret Valley Culvert,6A,Lassen,O&M / operations,1,1.0,0.0,1
6A02CT37360,Secret Valley Culvert,6A,Lassen,Groundwater / soil contamination,1,1.0,0.0,2
6A03CT1A490,Placer 28 Burton&Watson Creek,6A,Orange,Groundwater / soil contamination,1,2.0,0.0,1
